Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
TABLA. 56 INVENTARIO EQUINO 2005 - 2017,,,,,,,,,,,,,
,,,,,,,,,,,,,
DEPARTAMENTO,2005,2006,2007,2008,2009,2010,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
AMAZONAS,343,343,395,395,395,105,167.0,167.0,50.0,50.0,50.0,0.0,52.0
ANTIOQUIA,306916,313289,228124,211552,213720,229771,242764.0,254123.0,127674.0,136621.0,141259.0,153970.0,165213.0
ARAUCA,90000,90000,90000,70000,70000,69500,68000.0,67000.0,62500.0,60700.0,53500.0,49800.0,55402.0
ATLANTICO,12663,12249,15804,14565,14565,13665,13605.0,11949.0,11949.0,13662.0,13686.0,12700.0,10663.0
BOLIVAR,49504,22651,53294,43977,47211,42068,45909.0,49383.0,50625.0,53366.0,53908.0,53808.0,53356.0
BOYACA,42067,43489,43489,43489,43489,10555,29835.0,18739.0,23438.0,50023.0,48268.0,48268.0,48268.0
CALDAS,11478,14152,61762,44729,43168,15646,39244.0,39244.0,39244.0,16359.0,17603.0,8731.0,18956.0
CAQUETA,73881,73881,77490,78058,74994,74994,70311.0,63578.0,55324.0,54612.0,53106.0,48349.0,48349.0
CASANARE,124260,150000,194060,140000,140000,116030,127470.0,127470.0,127470.0,108185.0,113290.0,82541.0,99208.0
CAUCA,76436,87007,87007,87007,92129,92129,92129.0,96739.0,82186.0,85318.0,59868.0,81764.0,82483.0
CESAR,56577,51974,56698,74159,60404,63265,56698.0,56707.0,56688.0,56836.0,56134.0,56477.0,58437.0
CHOCO,6268,7025,6222,7279,6434,6854,9507.0,10784.0,10815.0,10309.0,10547.0,11359.0,10578.0
CORDOBA,113675,113594,112916,223133,135775,133515,128601.0,148164.0,158173.0,171444.0,186400.0,106829.0,108604.0
CUNDINAMARCA,108700,108700,114888,109188,114237,107610,141275.0,155775.0,164388.0,111522.0,109077.0,109077.0,109077.0
DISTRITO CAPITAL,-,-,-,-,-,-,2442.0,2567.0,943.0,3900.0,3989.0,3989.0,648.0
GUAINIA,110,100,100,90,90,50,107.0,125.0,55.0,100.0,110.0,12190.0,12190.0
GUAVIARE,12460,12460,12000,12000,12000,8510,5931.0,7560.0,7095.0,6620.0,7325.0,11130.0,8561.0
HUILA,79509,83851,86480,86480,85876,74810,19996.0,19896.0,20059.0,63335.0,64105.0,64841.0,56310.0
LA GUAJIRA,30451,36150,36150,36995,34231,27118,28685.0,22890.0,22440.0,22250.0,21038.0,21276.0,14025.0
MAGDALENA,67593,67674,68564,68564,68564,63531,63531.0,65767.0,65767.0,60007.0,62379.0,62544.0,56344.0
META,65230,74530,73115,63800,63810,63810,62729.0,67580.0,63175.0,65525.0,69920.0,66037.0,72184.0
NARINO,64062,65166,56814,73425,73485,73425,68965.0,56675.0,34645.0,55241.0,55851.0,54209.0,55305.0
NORTE SANTANDER,62339,62339,62339,62339,61486,61486,61486.0,20124.0,51614.0,47504.0,25736.0,26501.0,17548.0
PUTUMAYO,7040,6828,7035,8685,8473,12739,9089.0,12635.0,10490.0,10888.0,10328.0,11596.0,11982.0
QUINDIO,4182,4311,7136,7136,7136,2764,6759.0,6759.0,6759.0,6373.0,6995.0,3123.0,6995.0
RISARALDA,4018,6217,6517,7000,5870,5074,5074.0,8671.0,8671.0,11308.0,10780.0,9100.0,11670.0
S.ANDRES/PROVID,-,302,277,214,214,206,262.0,146.0,113.0,137.0,140.0,158.0,155.0
SANTANDER,93785,87866,88227,83866,80737,79172,79068.0,77805.0,77810.0,78220.0,77200.0,77200.0,57797.0
SUCRE,44462,50909,48826,60303,52746,56004,54964.0,49805.0,51862.0,51862.0,53864.0,56879.0,54371.0
TOLIMA,114981,105839,114353,114353,114353,115244,22371.0,22165.0,115505.0,116831.0,118214.0,118214.0,118590.0
VALLE,39297,40237,43179,43179,19887,19887,18776.0,19717.0,19200.0,17646.0,47255.0,19961.0,19777.0
VAUPES,35,40,40,10,10,10,26.0,24.0,25.0,23.0,21.0,28.0,21.0
VICHADA,7920,5965,6560,6760,7700,8150,8150.0,7350.0,6680.0,6380.0,7270.0,8436.0,3545.0
TOTAL,1770242,1799138,1859861,1882730,1753189,1647697,1583926.0,1568083.0,1533432.0,1553157.0,1559216.0,1451085.0,1446664.0
Fuente: ICA,,,,,,,,,,,,,
