Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
"TABLA 43.  PRODUCCIÓN NACIONAL DE LECHE, IMPORTACIÓN, EXPORTACIÓN Y DISPONIBILIDAD  1990 - 2017",,,,,,,,
,,,,,,,,
Año,Producción, Importación,Exportación,Perdidas,  Disponibilidad,Disponibilidad,,POBLACION
,Nacional 1/ (ML),2/ (ML),3/ (ML),4/  (ML),Total 5 = (1+2-3-4)  (ML),Per cápita/año  (L),,
1990,3916.85,0,0.22,39.1663,3877.4637000000002,113.6268582121339,,34130022
1991,4132.28,24.6,2.17,41.5471,4113.1629,118.08050388665549,,34830570
1992,4214.93,6.5,3.07,42.183600000000006,4176.1764,117.53885718047508,,35520940
1993,4425.67,61.3,5.57,44.81400000000001,4436.586,122.52972002729544,,36207108
1994,4624.83,44.8,7.74,46.618900000000004,4615.2711,125.2019077533977,,36853905
1995,4925.44,54.97,9.99,49.7042,4920.7158,131.25525844908833,,37472184
1996,5171.71,44.68,7.39,52.09,5156.91,135.4350139841653,,38068050
1997,5326.87,171.42,14.64,54.8365,5428.813499999999,140.47527453198762,,38635691
1998,5539.94,173.53,27.78,56.856899999999996,5628.8331,143.5878423586797,,39184456
1999,5733.84,82.92,80.21,57.365500000000004,5679.1845,142.8879727761338,,39730798
2000,5935.204183,104.74,109.89,59.30054182999999,5870.753641169999,145.74057930252445,,40295563
2001,5876.313187,160,257.1,57.79213186999999,5721.421055129999,140.2092135873682,,40813541
2002,6446.792223,140.9,262.5,63.25192223,6261.94030077,151.52008984559154,,41328824
2003,6227.308811,37.6,242.73,60.221788110000006,5961.957022890001,142.46892354226563,,41848959
2004,6294.02422,91.6,223.82,61.61804220000001,6100.186177800001,143.9825844406122,,42368489
2005,6319.938794,52.3,84.6,62.876387939999994,6224.762406059999,145.13795197706654,,42888592
2006,6235.04835,0.89,80.80306248000001,61.5513528752,6093.5839346448,140.38773423779864,,43405956
2007,6199.501729,2.27634816,38.72362335999999,61.630544538,6101.423909262,138.9022261664233,,43926929
2008,6418.515026,16.5847372,58.45268655999999,63.7664707664,6312.8806058736,142.02123015419033,,44451147
2009,6285.41286,11.314816,7.695659119999999,62.89032016880001,6226.141696711201,138.42712428465646,,44978832
2010,6285.125916671505,2,13.733384079999999,62.73392532591505,6210.65860726559,136.47338116863958,,45509584
2011,6284.148924556357,62.33913183999999,2.611696,63.43876360396357,6280.437596792393,136.40168236694973,,46044601
2012,6482.571957444082,179.5,1.6045375199999998,66.60467419924082,6593.862745724841,141.55578641446715,,46581823
2013,6773,50.6,51.2,67.724,6704.676,142.28610039127068,,47121089
2014,6870.85089122738,120.37741688000001,15.367036080000002,69.7586127202738,6906.1026593071065,144.89810588317022,,47661787
2015,6774,17.899896800825594,6.378740970072239,67.85521155830753,6717.665944272445,139.3608178565901,,48203405
2016,6506.63185417596,43.64293085655315,0.015479876160990712,65.50259305156352,6484.756712104788,133.0269048158077,,48747708
2017,7214.479074732932,25.269256965944273,0.26397832817337463,72.14479074732932,7167.339562623373,145.40688989526336,,49291609
ML = Millones de litros,,,,,,,,
Nota: 1 tonelada de leche en polvo = 8.000 litros de leche entera,,,,,,,,
"FUENTE: 1/ 1990 a 1994 MADR. 1995 a 1999 Fedegan. De 2000 a 2009 Modelo MADR-CCI-FEDEGAN.  2010-2012 Encuesta de leche en Finca (MADR-CCI-FEDEGAN). A partir de 2013 Encuesta de leche en Finca (DANE-FEDEGAN).2/ y 3/ IDEMA 1990 - 1991, INCOMEX 1991 - 1994, DIAN 1995  en adelante. 4/ Se asume un 1% de pérdidas a nivel de hato y transporte.",,,,,,,,
