Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
TABLA 60. INVENTARIO CAPRINO 2005 - 2017,,,,,,,,,,,,,
,,,,,,,,,,,,,
DEPARTAMENTO,2005,2006,2007,2008,2009,2010,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0
AMAZONAS,0,102,102,102,102,-,6.0,6.0,55.0,45.0,45.0,0.0,0.0
ANTIOQUIA,6807,6839,6853,6812,10613,4930,4162.0,5266.0,4996.0,8821.0,8443.0,7716.0,7527.0
ARAUCA,2020,1920,1620,1590,1220,2125,1780.0,1430.0,1080.0,1080.0,1030.0,1013.0,947.0
ATLANTICO,2059,2333,3237,3354,3354,2463,2463.0,2601.0,2601.0,2786.0,2777.0,2268.0,2564.0
BOLIVAR,8602,10102,8979,9409,4121,4333,5072.0,5462.0,5475.0,4044.0,4019.0,3581.0,3941.0
BOYACA,56690,56875,56875,56875,56875,6470,7845.0,6827.0,3417.0,46000.0,46076.0,46076.0,40957.0
CALDAS,561,979,662,822,536,534,442.0,442.0,503.0,407.0,364.0,655.0,595.0
CAQUETA,3639,3639,3647,4082,4261,4261,3479.0,3159.0,18857.0,2396.0,2065.0,1996.0,1694.0
CASANARE,2381,3130,3131,3131,3130,1085,13072.0,12905.0,12900.0,12900.0,12900.0,1143.0,1143.0
CAUCA,3744,3744,3744,3744,3744,3744,3744.0,3932.0,3438.0,4184.0,3442.0,3435.0,3437.0
CESAR,34490,41531,41531,36120,29813,26611,27748.0,27748.0,27748.0,27748.0,20257.0,23726.0,24994.0
CHOCO,1193,1363,68,68,18,-,84.0,50.0,75.0,36.0,36.0,0.0,31.0
CORDOBA,12456,11975,26173,5099,6148,5489,7036.0,4957.0,4612.0,4828.0,6601.0,6656.0,8986.0
CUNDINAMARCA,19130,19130,19205,19155,19155,14760,7168.0,6644.0,3915.0,18534.0,18534.0,18534.0,18534.0
DISTRITO CAPITAL,-,-,-,-,-,-,53.0,53.0,40.0,650.0,650.0,650.0,0.0
GUAINIA,0,0,52,45,45,-,0.0,18.0,0.0,0.0,0.0,0.0,0.0
GUAVIARE,1165,1165,35,107,145,180,522.0,587.0,135.0,195.0,210.0,188.0,1530.0
HUILA,12560,12560,14070,14070,2336,4043,2225.0,2236.0,2061.0,2189.0,2337.0,2606.0,2337.0
LA GUAJIRA,1041528,1049838,1049838,246025,1047134,938622,938703.0,881837.0,881786.0,881786.0,886475.0,903063.0,921852.0
MAGDALENA,63319,65578,65578,66029,65578,53664,53690.0,53939.0,53939.0,18695.0,18727.0,19105.0,18701.0
META,4283,3995,6481,6278,6500,6500,5961.0,5960.0,5965.0,6215.0,6215.0,5816.0,5016.0
NARINO,3858,3445,2263,865,2589,1401,417.0,410.0,591.0,662.0,945.0,847.0,522.0
NORTE SANTANDER,19382,19382,19382,19382,20337,20337,4133.0,3710.0,4344.0,7675.0,4547.0,5101.0,3348.0
PUTUMAYO,703,131,766,766,232,197,392.0,320.0,378.0,525.0,197.0,407.0,412.0
QUINDIO,514,734,510,528,312,323,323.0,613.0,613.0,615.0,600.0,455.0,682.0
RISARALDA,348,721,455,296,218,134,284.0,284.0,284.0,744.0,707.0,332.0,313.0
S.ANDRES/PROVID,-,261,242,179,179,177,199.0,26.0,53.0,47.0,75.0,89.0,89.0
SANTANDER,72014,61365,62005,59409,40816,42266,42864.0,44923.0,44435.0,53962.0,53962.0,61783.0,62193.0
SUCRE,2483,2800,4216,2986,1979,2567,5430.0,9147.0,3985.0,4009.0,3306.0,3675.0,4953.0
TOLIMA,13606,14280,14233,14233,14276,13157,1986.0,2050.0,2163.0,2178.0,2308.0,2650.0,2308.0
VALLE,2410,2154,2874,1097,825,825,825.0,867.0,876.0,570.0,1047.0,627.0,780.0
VAUPES,30,30,30,0,0,-,0.0,0.0,0.0,3.0,0.0,0.0,0.0
VICHADA,98,108,76,93,90,45,43.0,150.0,400.0,345.0,40.0,315.0,80.0
Total,1392073,1402209,1418933,582751,1346681,1161243,1142151.0,1088559.0,1091720.0,1114874.0,1108937.0,1124508.0,1140466.0
Fuente: ICA,,,,,,,,,,,,,
